image_name,tags
train_21063,partly_cloudy primary
train_21064,clear primary
train_21065,clear primary
train_21066,partly_cloudy primary water
train_21067,clear primary road water
train_21068,clear cultivation primary
train_21069,clear primary
train_21070,agriculture partly_cloudy primary road water
train_21071,cloudy
train_21072,clear primary
train_21073,agriculture clear primary
train_21074,clear primary
train_21075,clear habitation road
train_21076,clear primary road water
train_21077,agriculture clear habitation primary road
train_21078,agriculture clear cultivation primary
train_21079,agriculture clear primary road
train_21080,clear primary water
train_21081,agriculture clear primary road
train_21082,agriculture clear cultivation habitation primary road
train_21083,clear primary water
train_21084,clear primary
train_21085,agriculture clear primary road
train_21086,clear primary
train_21087,clear primary
train_21088,clear primary
train_21089,clear primary water
train_21090,agriculture clear primary water
train_21091,clear primary water
train_21092,agriculture partly_cloudy primary road
train_21093,clear primary
train_21094,agriculture habitation haze primary road
train_21095,partly_cloudy primary water
train_21096,agriculture habitation partly_cloudy primary road water
train_21097,agriculture partly_cloudy primary
train_21098,cloudy
train_21099,clear cultivation primary
train_21100,clear primary road water
train_21101,clear primary
train_21102,clear primary
train_21103,agriculture clear cultivation primary
train_21104,clear primary
train_21105,clear primary
train_21106,clear primary
train_21107,bare_ground clear road water
train_21108,clear primary
train_21109,clear primary
train_21110,clear primary
train_21111,agriculture partly_cloudy primary road
train_21112,clear primary
train_21113,clear primary
train_21114,clear primary
train_21115,clear primary
train_21116,agriculture clear habitation primary road
train_21117,clear water
train_21118,clear primary
train_21119,clear primary water
train_21120,clear primary
train_21121,agriculture haze primary
train_21122,agriculture clear cultivation primary water
train_21123,clear water
train_21124,agriculture clear cultivation primary
train_21125,clear primary
train_21126,haze primary water
train_21127,agriculture clear habitation primary road water
train_21128,clear primary
train_21129,agriculture clear primary water
train_21130,haze primary
train_21131,agriculture partly_cloudy primary
train_21132,agriculture clear primary road
train_21133,partly_cloudy primary
train_21134,clear primary
train_21135,partly_cloudy primary
train_21136,haze primary water
train_21137,partly_cloudy primary
train_21138,agriculture clear cultivation habitation primary road
train_21139,clear primary
train_21140,cloudy
train_21141,agriculture clear primary
train_21142,haze primary
train_21143,clear primary
train_21144,clear primary
train_21145,agriculture cultivation partly_cloudy primary
train_21146,clear primary
train_21147,partly_cloudy primary
train_21148,clear primary
train_21149,agriculture clear primary water
train_21150,partly_cloudy primary water
train_21151,cloudy
train_21152,partly_cloudy primary
train_21153,clear water
train_21154,clear primary
train_21155,clear primary
train_21156,clear primary
train_21157,partly_cloudy primary
train_21158,clear primary water
train_21159,clear primary
train_21160,clear primary
train_21161,agriculture clear primary
train_21162,blooming clear primary
train_21163,clear primary
train_21164,agriculture clear primary
train_21165,agriculture clear cultivation primary
train_21166,clear primary
train_21167,agriculture clear primary
train_21168,clear primary
train_21169,clear primary water
train_21170,partly_cloudy primary water
train_21171,partly_cloudy primary
train_21172,clear primary
train_21173,agriculture clear primary road
train_21174,clear primary
train_21175,clear primary
train_21176,agriculture clear
train_21177,clear primary
train_21178,bare_ground clear primary
train_21179,agriculture clear habitation primary road
train_21180,clear primary road water
train_21181,clear primary
train_21182,clear primary
train_21183,clear primary
train_21184,agriculture clear primary water
train_21185,clear primary
train_21186,cloudy
train_21187,clear primary
train_21188,clear primary
train_21189,clear primary
train_21190,clear primary
train_21191,clear primary water
train_21192,cloudy
train_21193,agriculture clear primary road
train_21194,clear primary
train_21195,clear primary water
train_21196,clear primary
train_21197,partly_cloudy primary water
train_21198,agriculture clear primary water
train_21199,haze primary
train_21200,cloudy
train_21201,agriculture habitation partly_cloudy primary road
train_21202,agriculture clear primary water
train_21203,clear primary
train_21204,agriculture clear primary
train_21205,clear primary
train_21206,agriculture clear primary road
train_21207,haze primary
train_21208,partly_cloudy primary
train_21209,partly_cloudy primary
train_21210,cloudy
train_21211,clear primary
train_21212,clear primary
train_21213,agriculture haze primary road water
train_21214,partly_cloudy primary water
train_21215,clear primary
train_21216,agriculture clear cultivation primary water
train_21217,clear primary
train_21218,agriculture partly_cloudy primary
train_21219,haze primary
train_21220,agriculture clear cultivation primary
train_21221,agriculture clear habitation primary road water
train_21222,clear primary
train_21223,agriculture clear primary
train_21224,agriculture clear primary road
train_21225,clear primary
train_21226,clear primary
train_21227,clear primary
train_21228,agriculture clear primary road
train_21229,agriculture partly_cloudy primary road
train_21230,clear cultivation primary
train_21231,clear primary
train_21232,clear primary
train_21233,clear primary
train_21234,clear primary
train_21235,partly_cloudy primary
train_21236,agriculture clear habitation primary road
train_21237,agriculture clear primary road
train_21238,clear water
train_21239,clear primary
train_21240,clear primary water
train_21241,clear primary water
train_21242,agriculture partly_cloudy primary road
train_21243,agriculture partly_cloudy primary road
train_21244,agriculture clear cultivation primary water
train_21245,clear primary
train_21246,clear primary
train_21247,blooming clear primary
train_21248,clear cultivation primary
train_21249,agriculture clear cultivation primary road
train_21250,clear habitation primary road
train_21251,haze primary
train_21252,partly_cloudy primary
train_21253,agriculture clear primary road
train_21254,agriculture partly_cloudy primary road
train_21255,clear primary
train_21256,agriculture clear primary road
train_21257,clear primary
train_21258,agriculture clear primary road water
